INVOICE_NO,vcurr Net Revenue,vcurr Gross Revenue,INVOICE_DATE,$ Net Revenue,$ Gross Revenue
VKR-136855,41245,41245.202052238805,5/29/2024 0:00,44215,44214.8566
VKR-136856,41245,41245.202052238805,5/29/2024 0:00,44215,44214.8566
VKR-136857,41245,41245.202052238805,5/29/2024 0:00,44215,44214.8566
VKR-136858,53711,53711.42714552238,5/29/2024 0:00,57579,57578.6499
VKR-136859,3970,3969.8226679104478,5/29/2024 0:00,4256,4255.6499
VKR-136860,15924,15924.191977611941,5/29/2024 0:00,17071,17070.7338
VKR-136861,497,496.7102611940298,5/29/2024 0:00,532,532.4734
VKR-136862,612,611.5198694,5/29/2024 0:00,656,655.5493
VKR-136863,222,222.22210820895523,5/29/2024 0:00,238,238.2221
VKR-136864,41245,41245.202052238805,5/30/2024 0:00,44215,44214.8566
VKR-136865,41245,41245.202052238805,5/30/2024 0:00,44215,44214.8566
VKR-136866,41245,41245.202052238805,5/30/2024 0:00,44215,44214.8566
VKR-136867,41245,41245.202052238805,5/30/2024 0:00,44215,44214.8566
VKR-136868,17745,17744.99654850746,5/30/2024 0:00,19023,19022.6363
VKR-136869,24239,24239.245335820895,5/30/2024 0:00,25984,25984.471
VKR-136870,12755,12755.397574626866,5/30/2024 0:00,13674,13673.7862
VKR-136871,41427,41426.881156716416,5/30/2024 0:00,44410,44409.6166
VKR-136872,41257,41256.74207089552,5/30/2024 0:00,44227,44227.2275
VKR-136873,28453,28452.618283582087,5/30/2024 0:00,30501,30501.2068
VKR-136874,2494,2493.659514925373,5/31/2024 0:00,2673,2673.203
VKR-136875,504,503.9999067164179,5/31/2024 0:00,540,540.2879
VKR-136876,1663,1662.8997201492537,5/31/2024 0:00,1783,1782.6285
VKR-136877,2201,2200.599626865672,5/31/2024 0:00,2359,2359.0428
VKR-136878,4080,4079.9992537313433,5/31/2024 0:00,4374,4373.7592
VKR-136883,41779,41778.92779850746,5/31/2024 0:00,44787,44787.0106
VKR-136884,35267,35267.318283582084,5/31/2024 0:00,37807,37806.5652
VKR-136885,35267,35267.318283582084,5/31/2024 0:00,37807,37806.5652
VKR-136886,25544,25543.847667910446,5/31/2024 0:00,27383,27383.0047
VKR-136887,40635,40634.99216,5/31/2024 0:00,43561,43560.7116
VKR-136888,45389,45389.452425373136,5/31/2024 0:00,48657,48657.493
VKR-136889,50498,50497.75419776119,5/31/2024 0:00,54134,54133.5925
VKR-136890,15312,15312.021082089552,5/31/2024 0:00,16414,16414.4866
VKR-136891,13690,13689.899815668205,6/3/2024 0:00,14854,14853.5413
VKR-136892,3949,3949.1791705069127,6/3/2024 0:00,4285,4284.8594
VKR-136893,33987,33987.099539170515,6/3/2024 0:00,36876,36876.003000000004
VKR-136895,49066,49066.43677419356,6/4/2024 0:00,53237,53237.083900000005
VKR-136896,8379,8378.999907834102,6/4/2024 0:00,9091,9091.2149
VKR-136897,49050,49049.99926267282,6/4/2024 0:00,53219,53219.249200000006
VKR-136898,10669,10669.499815668203,6/4/2024 0:00,11576,11576.4073
VKR-136899,1098,1098,6/4/2024 0:00,1191,1191.33
VKR-136900,40005,40004.99935483871,6/4/2024 0:00,43405,43405.4243
VKR-136901,9603,9602.549861751153,6/4/2024 0:00,10419,10418.7666
VKR-136902,10669,10669.499815668203,6/4/2024 0:00,11576,11576.4073
VKR-136903,5298,5297.732903225807,6/5/2024 0:00,5748,5748.0402
VKR-136904,29446,29445.89327,6/5/2024 0:00,31949,31948.794199999997
VKR-136905,36181,36181.04940092166,6/5/2024 0:00,39256,39256.4386
VKR-136906,2650,2650,6/5/2024 0:00,2875,2875.25
VKR-136907,20647,20646.74673,6/5/2024 0:00,22402,22401.7202
VKR-136908,10736,10735.874838709677,6/6/2024 0:00,11648,11648.4242
VKR-136909,10736,10735.874838709677,6/6/2024 0:00,11648,11648.4242
VKR-136910,10394,10393.799815668204,6/5/2024 0:00,11277,11277.2728
VKR-136913,42075,42074.999354838714,6/7/2024 0:00,45651,45651.3743
VKR-136914,51815,51815.399262672814,6/7/2024 0:00,56220,56219.7082
VKR-136915,9696,9696.079908,6/7/2024 0:00,10520,10520.2467
VKR-136916,506,506.3249769585254,6/7/2024 0:00,549,549.3626
VKR-136917,6331,6331.499907834102,6/7/2024 0:00,6870,6869.6774
VKR-136918,25980,25979.851981566822,6/7/2024 0:00,28188,28188.1394
VKR-136919,1170,1169.5078341013825,6/7/2024 0:00,1269,1268.916
VKR-136920,31377,31377.04018,6/7/2024 0:00,34044,34044.0886
VKR-136921,355,355,6/7/2024 0:00,385,385.175
VKR-136922,18826,18826.224147465437,6/7/2024 0:00,20426,20426.4532
VKR-136923,7167,7167.249861751153,6/7/2024 0:00,7776,7776.466100000001
VKR-136924,20655,20654.91207373272,6/7/2024 0:00,22411,22410.5796
VKR-136925,7718,7718.030599078342,6/7/2024 0:00,8374,8374.0632
VKR-136926,6885,6885.243963133641,6/7/2024 0:00,7470,7470.4897
VKR-136927,48160,48159.70506912442,6/7/2024 0:00,52253,52253.28
VKR-136928,1200,1199.7,6/7/2024 0:00,1302,1301.6745
VKR-136929,2945,2945.04,6/7/2024 0:00,3195,3195.3684
VKR-136930,18394,18393.999723502304,6/10/2024 0:00,19957,19957.4897
VKR-136931,89760,89759.99861751152,6/10/2024 0:00,97390,97389.5985
VKR-136932,42703,42703.07935483871,6/10/2024 0:00,46333,46332.8411
VKR-136933,1740,1740.0000000000002,6/10/2024 0:00,1888,1887.9
VKR-136934,35067,35067.32442396313,6/10/2024 0:00,38048,38048.047
VKR-136935,17048,17047.799723502307,6/10/2024 0:00,18497,18496.8627
VKR-136936,19482,19481.999723502307,6/10/2024 0:00,21138,21137.9697
VKR-136937,14742,14741.799078341015,6/10/2024 0:00,15995,15994.852
VKR-136938,13006,13006.299815668204,6/10/2024 0:00,14112,14111.8353
VKR-136939,280,280,6/10/2024 0:00,304,303.8
VKR-136940,10077,10076.849861751152,6/10/2024 0:00,10933,10933.3821
VKR-136941,15924,15924.194746543779,6/10/2024 0:00,17278,17277.7513
VKR-136942,8339,8339.099907834101,6/10/2024 0:00,9048,9047.9234
VKR-136943,15924,15924.194746543779,6/10/2024 0:00,17278,17277.7513
VKR-136944,39900,39899.99944700461,6/11/2024 0:00,43291,43291.4994
VKR-136945,15210,15209.999815668203,6/11/2024 0:00,16503,16502.8498
VKR-136946,15924,15924.194746543779,6/11/2024 0:00,17278,17277.7513
VKR-136947,15924,15924.194746543779,6/11/2024 0:00,17278,17277.7513
VKR-136948,3011,3011.4745622119817,6/11/2024 0:00,3267,3267.4499
VKR-136949,6174,6173.999907834102,6/11/2024 0:00,6699,6698.7899
VKR-136950,40365,40364.99935483871,6/11/2024 0:00,43796,43796.0243
VKR-136951,46839,46838.83935483872,6/11/2024 0:00,50820,50820.1407
VKR-136952,20482,20481.749677419357,6/11/2024 0:00,22223,22222.6984
VKR-136953,3011,3011.4745622119817,6/11/2024 0:00,3267,3267.4499
VKR-136954,19967,19967.20737327189,6/12/2024 0:00,21664,21664.42
VKR-136955,35464,35464.27447004609,6/12/2024 0:00,38479,38478.7378
VKR-136956,19967,19967.20737327189,6/12/2024 0:00,21664,21664.42
VKR-136957,15924,15924.194746543779,6/12/2024 0:00,17278,17277.7513
VKR-136958,15924,15924.194746543779,6/12/2024 0:00,17278,17277.7513
VKR-136959,16040,16040.429769585255,6/12/2024 0:00,17404,17403.8663
VKR-136960,40036,40036.49935483871,6/12/2024 0:00,43440,43439.6018
VKR-136961,55755,55754.99917050691,6/13/2024 0:00,60494,60494.1741
VKR-136962,9859,9859.499815668203,6/13/2024 0:00,10698,10697.5573
VKR-136963,15893,15893.198801843319,6/13/2024 0:00,17244,17244.1207
VKR-136964,2650,2650,6/13/2024 0:00,2875,2875.25
VKR-136965,7367,7366.613824884793,6/13/2024 0:00,7993,7992.776
VKR-136966,55755,55754.99917050691,6/14/2024 0:00,60494,60494.1741
VKR-136967,8243,8242.762396313365,6/14/2024 0:00,8943,8943.3972
VKR-136968,41485,41485.49935483871,6/14/2024 0:00,45012,45011.7668
VKR-136969,42197,42196.709216589865,6/14/2024 0:00,45783,45783.4295
VKR-136970,42418,42418.02064516129,6/14/2024 0:00,46024,46023.5524
VKR-136971,36701,36701.436958525344,6/14/2024 0:00,39821,39821.0591
VKR-136972,8916,8915.999908,6/14/2024 0:00,9674,9673.8599
VKR-136973,9859,9859.499815668203,6/14/2024 0:00,10698,10697.5573
VKR-136974,42964,42963.92211981567,6/14/2024 0:00,46616,46615.8555
VKR-136975,11705,11704.91465437788,6/14/2024 0:00,12700,12699.8324
VKR-136976,11367,11366.939815668202,6/17/2024 0:00,12333,12333.1297
VKR-136977,39997,39997.124423963134,6/17/2024 0:00,43397,43396.88
VKR-136978,787,786.9036866359448,6/17/2024 0:00,854,853.7905000000001
VKR-136979,9171,9170.999907834102,6/17/2024 0:00,9951,9950.5349
VKR-136980,0,0,6/17/2024 0:00,0,0
VKR-136981,4123,4123.277511520737,6/17/2024 0:00,4474,4473.7561
VKR-136982,17746,17746.277050691242,6/17/2024 0:00,19255,19254.7106
VKR-136983,10552,10552.499815668203,6/17/2024 0:00,11449,11449.4623
VKR-136984,55755,55754.99917050691,6/18/2024 0:00,60494,60494.1741
VKR-136985,6368,6367.999907834102,6/18/2024 0:00,6909,6909.2799
VKR-136986,40717,40717.12442396313,6/18/2024 0:00,44178,44178.079999999994
VKR-136987,39997,39997.124423963134,6/18/2024 0:00,43397,43396.88
VKR-136988,15210,15210.069769585254,6/18/2024 0:00,16503,16502.9257
VKR-136989,15210,15209.999815668203,6/18/2024 0:00,16503,16502.8498
VKR-136990,2240,2240,6/18/2024 0:00,2430,2430.4
VKR-136991,16908,16908.317788018434,6/18/2024 0:00,18346,18345.5248
VKR-136992,28098,28098.118341013826,6/18/2024 0:00,30486,30486.4584
VKR-136993,2501,2501.362488479263,6/18/2024 0:00,2714,2713.9783
VKR-136994,2275,2275,6/18/2024 0:00,2468,2468.375
VKR-136995,31962,31961.79410138249,6/18/2024 0:00,34679,34678.5466
VKR-136996,10612,10611.824884792626,6/18/2024 0:00,11514,11513.83
VKR-136997,635,634.5,6/18/2024 0:00,688,688.4325
VKR-136998,560,560,6/18/2024 0:00,608,607.6
VKR-136999,35763,35762.99944700461,6/18/2024 0:00,38803,38802.8544
VKR-137000,3172,3172.4999078341016,6/18/2024 0:00,3442,3442.1624
VKR-137001,11252,11251.799815668202,6/18/2024 0:00,12208,12208.2028
VKR-137002,13718,13718.14599078341,6/18/2024 0:00,14884,14884.188400000001
VKR-137003,2538,2538,6/18/2024 0:00,2754,2753.73
VKR-137004,12560,12559.844792626729,6/19/2024 0:00,13627,13627.4316
VKR-137005,9171,9170.999907834102,6/18/2024 0:00,9951,9950.5349
VKR-137006,2394,2394.3787096774195,6/18/2024 0:00,2598,2597.9009
VKR-137007,6742,6741.629861751153,6/18/2024 0:00,7315,7314.6684000000005
VKR-137008,8292,8291.999907834102,6/18/2024 0:00,8997,8996.8199
VKR-137009,41245,41245.19935483871,6/19/2024 0:00,44751,44751.0413
VKR-137010,0,0.009953917,6/19/2024 0:00,0,0.0108
VKR-137011,41245,41245.19935483871,6/19/2024 0:00,44751,44751.0413
VKR-137012,0,0.009953917,6/19/2024 0:00,0,0.0108
VKR-137013,41245,41245.19935483871,6/19/2024 0:00,44751,44751.0413
VKR-137014,0,0.009953917,6/19/2024 0:00,0,0.0108
VKR-137015,6218,6217.639907834101,6/19/2024 0:00,6746,6746.139299999999
VKR-137016,15378,15377.981566820277,6/19/2024 0:00,16685,16685.11
VKR-137017,28514,28514.33603686636,6/19/2024 0:00,30938,30938.0546
VKR-137018,41700,41700.22221198157,6/19/2024 0:00,45245,45244.7411
VKR-137019,49139,49139.18673,6/19/2024 0:00,53316,53316.0176
VKR-137020,15307,15307.37262672811,6/19/2024 0:00,16608,16608.4993
VKR-137021,51676,51675.95917050692,6/19/2024 0:00,56068,56068.415700000005
VKR-137022,15924,15924.194746543779,6/19/2024 0:00,17278,17277.7513
VKR-137023,15924,15924.194746543779,6/19/2024 0:00,17278,17277.7513
VKR-137024,47546,47545.61346,6/20/2024 0:00,51587,51586.990600000005
VKR-137025,41245,41245.20940092166,6/20/2024 0:00,44751,44751.0522
VKR-137026,41245,41245.209308755766,6/20/2024 0:00,44751,44751.0521
VKR-137027,34371,34371.00949308756,6/20/2024 0:00,37293,37292.5453
VKR-137028,15820,15819.667557603687,6/20/2024 0:00,17164,17164.3393
VKR-137029,22033,22032.780552995395,6/20/2024 0:00,23906,23905.5669
VKR-137030,15924,15924.194746543779,6/20/2024 0:00,17278,17277.7513
VKR-137031,4597,4596.954193548388,6/20/2024 0:00,4988,4987.6953
VKR-137032,5267,5266.5675576036865,6/20/2024 0:00,5714,5714.2258
VKR-137033,2119,2119.4958525345623,6/20/2024 0:00,2300,2299.6530000000002
VKR-137034,30200,30200.099539170507,6/20/2024 0:00,32767,32767.108
VKR-137035,453,453.3326267281106,6/20/2024 0:00,492,491.8659
VKR-137036,4136,4136.448940092166,6/20/2024 0:00,4488,4488.0471
VKR-137037,46204,46203.80037,6/20/2024 0:00,50131,50131.123400000004
VKR-137038,10769,10768.899815668203,6/21/2024 0:00,11684,11684.2563
VKR-137039,2924,2923.769677419355,6/21/2024 0:00,3172,3172.2901
VKR-137040,15924,15924.194746543779,6/21/2024 0:00,17278,17277.7513
VKR-137041,13049,13049.17658986175,6/21/2024 0:00,14158,14158.3566
VKR-137042,6930,6929.999907834102,6/21/2024 0:00,7519,7519.0499
VKR-137043,957,957,6/21/2024 0:00,1038,1038.345
VKR-137044,2885,2885.245069124424,6/21/2024 0:00,3130,3130.4909
VKR-137045,47349,47348.89216589862,6/24/2024 0:00,51374,51373.548
VKR-137047,16590,16589.861751152075,6/24/2024 0:00,18000,18000
VKR-137048,17143,17142.857142857145,6/24/2024 0:00,18600,18600
VKR-137049,11965,11964.999815668203,6/24/2024 0:00,12982,12982.0248
VKR-137050,3595,3594.9000000000005,6/24/2024 0:00,3900,3900.4665000000005
VKR-137051,27505,27504.74958525346,6/24/2024 0:00,29843,29842.6533
VKR-137052,35513,35513.10451612903,6/24/2024 0:00,38532,38531.7184
VKR-137053,3551,3551.3104147465438,6/24/2024 0:00,3853,3853.1718
VKR-137054,48419,48419.43677419355,6/24/2024 0:00,52535,52535.0889
VKR-137055,9171,9170.999907834102,6/24/2024 0:00,9951,9950.5349
VKR-137064,10769,10769.299815668202,6/25/2024 0:00,11685,11684.6903
VKR-137068,46680,46680.44156682028,6/25/2024 0:00,50648,50648.2791
VKR-137069,38323,38323.17400921659,6/25/2024 0:00,41581,41580.6438
VKR-137070,9171,9170.999907834102,6/25/2024 0:00,9951,9950.5349
VKR-137071,4625,4625.291428571429,6/25/2024 0:00,5018,5018.4412
VKR-137072,6742,6742.386820276498,6/25/2024 0:00,7315,7315.4897
VKR-137073,53896,53896.49917050691,6/25/2024 0:00,58478,58477.7016
VKR-137074,52434,52433.99917050691,6/25/2024 0:00,56891,56890.8891
VKR-137075,15909,15908.69677419355,6/25/2024 0:00,17261,17260.936
VKR-137076,32787,32786.87585253456,6/25/2024 0:00,35574,35573.7603
VKR-137077,33848,33847.74193548387,6/26/2024 0:00,36725,36724.8
VKR-137079,42997,42997.499354838714,6/26/2024 0:00,46652,46652.2868
VKR-137080,3285,3284.9999078341016,6/26/2024 0:00,3564,3564.2249
VKR-137081,46843,46843.49474654378,6/26/2024 0:00,50825,50825.1918
VKR-137082,38235,38235.48387096774,6/26/2024 0:00,41486,41485.5
VKR-137083,41190,41190.18691,6/26/2024 0:00,44691,44691.3528
VKR-137084,38235,38235.48387096774,6/26/2024 0:00,41486,41485.5
VKR-137085,1490,1490.409400921659,6/26/2024 0:00,1617,1617.0942
VKR-137086,7263,7262.999907834102,6/26/2024 0:00,7880,7880.3549
VKR-137087,66520,66520.36571428571,6/26/2024 0:00,72175,72174.5968
VKR-137088,1498,1497.5405529953919,6/26/2024 0:00,1625,1624.8315
VKR-137089,40466,40465.94940092166,6/26/2024 0:00,43906,43905.5551
VKR-137090,39344,39344.25096774194,6/26/2024 0:00,42689,42688.5123
VKR-137091,128,128.22009216589862,6/26/2024 0:00,139,139.1188
VKR-137098,42410,42410.32258064516,6/27/2024 0:00,46015,46015.2
VKR-137099,15924,15924.194746543779,6/27/2024 0:00,17278,17277.7513
VKR-137100,44092,44091.51539170507,6/27/2024 0:00,47839,47839.2942
VKR-137101,42410,42410.32258064516,6/27/2024 0:00,46015,46015.2
VKR-137102,15924,15924.194746543779,6/27/2024 0:00,17278,17277.7513
VKR-137103,38235,38235.48387096774,6/27/2024 0:00,41486,41485.5
VKR-137104,6550,6550.199907834102,6/27/2024 0:00,7107,7106.9669
VKR-137105,42410,42410.32258064516,6/27/2024 0:00,46015,46015.2
VKR-137106,38673,38673.14940092166,6/27/2024 0:00,41960,41960.3671
VKR-137107,13525,13524.586267281107,6/27/2024 0:00,14674,14674.1761
VKR-137108,42410,42410.32258064516,6/27/2024 0:00,46015,46015.2
VKR-137109,9885,9885.243041474654,6/27/2024 0:00,10725,10725.4887
VKR-137110,42410,42410.32258064516,6/27/2024 0:00,46015,46015.2
VKR-137111,32116,32116.173824884794,6/27/2024 0:00,34846,34846.0486
VKR-137112,32116,32116.173824884794,6/27/2024 0:00,34846,34846.0486
VKR-137113,32116,32116.173824884794,6/27/2024 0:00,34846,34846.0486
VKR-137114,32116,32116.173824884794,6/27/2024 0:00,34846,34846.0486
VKR-137115,32116,32116.173824884794,6/27/2024 0:00,34846,34846.0486
VKR-137116,32116,32116.173824884794,6/27/2024 0:00,34846,34846.0486
VKR-137117,32116,32116.173824884794,6/27/2024 0:00,34846,34846.0486
VKR-137118,32116,32116.173824884794,6/27/2024 0:00,34846,34846.0486
VKR-137119,32116,32116.173824884794,6/27/2024 0:00,34846,34846.0486
VKR-137120,32116,32116.173824884794,6/27/2024 0:00,34846,34846.0486
VKR-137121,32116,32116.173824884794,6/27/2024 0:00,34846,34846.0486
VKR-137122,32116,32116.173824884794,6/27/2024 0:00,34846,34846.0486
VKR-137123,32116,32116.173824884794,6/27/2024 0:00,34846,34846.0486
VKR-137124,32116,32116.173824884794,6/27/2024 0:00,34846,34846.0486
VKR-137125,32116,32116.173824884794,6/27/2024 0:00,34846,34846.0486
VKR-137126,32116,32116.173824884794,6/27/2024 0:00,34846,34846.0486
VKR-137127,32116,32116.173824884794,6/27/2024 0:00,34846,34846.0486
VKR-137128,32116,32116.173824884794,6/27/2024 0:00,34846,34846.0486
VKR-137129,32116,32116.173824884794,6/27/2024 0:00,34846,34846.0486
VKR-137130,32116,32116.173824884794,6/27/2024 0:00,34846,34846.0486
VKR-137131,32116,32116.173824884794,6/27/2024 0:00,34846,34846.0486
VKR-137132,32116,32116.173824884794,6/27/2024 0:00,34846,34846.0486
VKR-137133,32116,32116.173824884794,6/27/2024 0:00,34846,34846.0486
VKR-137134,32116,32116.173824884794,6/27/2024 0:00,34846,34846.0486
VKR-137135,32116,32116.173824884794,6/27/2024 0:00,34846,34846.0486
VKR-137136,32116,32116.173824884794,6/27/2024 0:00,34846,34846.0486
VKR-137137,32116,32116.173824884794,6/27/2024 0:00,34846,34846.0486
VKR-137138,11965,11964.999815668203,6/28/2024 0:00,12982,12982.0248
VKR-137139,42410,42410.32258064516,6/28/2024 0:00,46015,46015.2
VKR-137140,42410,42410.32258064516,6/28/2024 0:00,46015,46015.2
VKR-137141,42410,42410.32258064516,6/28/2024 0:00,46015,46015.2
VKR-137142,42410,42410.32258064516,6/28/2024 0:00,46015,46015.2
VKR-137143,42410,42410.32258064516,6/28/2024 0:00,46015,46015.2
VKR-137144,42410,42410.32258064516,6/28/2024 0:00,46015,46015.2
VKR-137145,42410,42410.32258064516,6/28/2024 0:00,46015,46015.2
VKR-137146,42410,42410.32258064516,6/28/2024 0:00,46015,46015.2
VKR-137147,14687,14686.87474654378,6/28/2024 0:00,15935,15935.2591
VKR-137148,3172,3172.1302304147466,6/28/2024 0:00,3442,3441.7613
VKR-137149,1922,1922.2476497695852,6/28/2024 0:00,2086,2085.6387
VKR-137150,23180,23180.321198156682,6/28/2024 0:00,25151,25150.6485
VKR-137151,3246,3245.900737327189,6/28/2024 0:00,3522,3521.8023
VKR-137152,9572,9571.718525345623,6/28/2024 0:00,10385,10385.3146
VKR-137153,27193,27193.199631336403,6/28/2024 0:00,29505,29504.6216
VKR-137154,35324,35324.24949308756,6/28/2024 0:00,38327,38326.8107
VKR-137155,840,840,6/28/2024 0:00,911,911.4
VKR-137156,37967,37967.20221198157,6/28/2024 0:00,41194,41194.4144
VKR-137157,16176,16175.63935483871,6/28/2024 0:00,17551,17550.5687
VKR-137158,4725,4724.999907834102,6/29/2024 0:00,5127,5126.6249
VKR-137159,12348,12347.999815668203,6/29/2024 0:00,13398,13397.5798
VKR-137160,317206,317205.5299539171,6/27/2024 0:00,344168,344168
VKR-137161,9171,9170.998226,7/1/2024 0:00,9822,9822.1391
VKR-137162,36894,36893.99271708684,7/1/2024 0:00,39513,39513.4662
VKR-137163,40462,40461.742016806726,7/1/2024 0:00,43335,43334.5257
VKR-137164,40446,40445.99206349206,7/1/2024 0:00,43318,43317.6575
VKR-137165,40241,40241.24211017741,7/1/2024 0:00,43098,43098.3703
VKR-137166,11965,11964.99766573296,7/2/2024 0:00,12815,12814.5125
VKR-137167,41868,41867.610550887024,7/2/2024 0:00,44840,44840.2109
VKR-137168,3,2.874696545284781,7/2/2024 0:00,3,3.0788
VKR-137169,397,397.1631185807656,7/2/2024 0:00,425,425.3617
VKR-137170,9171,9170.998226,7/2/2024 0:00,9822,9822.1391
VKR-137171,56855,56855.23884220355,7/2/2024 0:00,60892,60891.9608
VKR-137172,2459,2459.2197945845005,7/2/2024 0:00,2634,2633.8244
VKR-137173,8710,8710.283286647993,7/2/2024 0:00,9329,9328.7134
VKR-137174,38773,38773.047992530344,7/3/2024 0:00,41526,41525.9344
VKR-137175,35267,35267.31811391224,7/3/2024 0:00,37771,37771.2977
VKR-137176,39151,39151.34229691877,7/3/2024 0:00,41931,41931.0876
VKR-137177,199,198.58151260504204,7/3/2024 0:00,213,212.6808
VKR-137178,199,198.58151260504204,7/3/2024 0:00,213,212.6808
VKR-137179,8904,8903.698226,7/3/2024 0:00,9536,9535.8608
VKR-137180,397,397.1631185807656,7/3/2024 0:00,425,425.3617
VKR-137181,40568,40568.083380018674,7/3/2024 0:00,43448,43448.4173
VKR-137182,19235,19234.51465919701,7/3/2024 0:00,20600,20600.1652
VKR-137183,397,397.1631185807656,7/3/2024 0:00,425,425.3617
VKR-137184,59,59.101680672268905,7/3/2024 0:00,63,63.2979
VKR-137185,30735,30734.993930905697,7/4/2024 0:00,32917,32917.1785
VKR-137186,39997,39997.11708683474,7/4/2024 0:00,42837,42836.9124
VKR-137187,39997,39997.11708683474,7/4/2024 0:00,42837,42836.9124
VKR-137188,4716,4716.2490196078425,7/4/2024 0:00,5051,5051.1026999999995
VKR-137189,6988,6988.179365079366,7/4/2024 0:00,7484,7484.3401
VKR-137190,9604,9603.998132586368,7/4/2024 0:00,10286,10285.882
VKR-137191,33713,33712.86834733894,7/4/2024 0:00,36106,36106.482
VKR-137192,10076,10075.531465919703,7/4/2024 0:00,10791,10790.8942
VKR-137193,56784,56783.98879551821,7/4/2024 0:00,60816,60815.652
VKR-137194,23604,23603.99533146592,7/4/2024 0:00,25280,25279.879
VKR-137195,3356,3356.3243697478993,7/4/2024 0:00,3595,3594.6234
VKR-137196,9048,9048.373202614379,7/4/2024 0:00,9691,9690.8077
VKR-137197,3247,3247.199346405229,7/4/2024 0:00,3478,3477.7505
VKR-137198,13997,13997.497198879551,7/4/2024 0:00,14991,14991.3195
VKR-137199,14490,14489.997198879553,7/4/2024 0:00,15519,15518.787
VKR-137200,3463,3462.765826330532,7/4/2024 0:00,3709,3708.6222
VKR-137201,605,604.7999066293183,7/4/2024 0:00,648,647.7407
VKR-137202,5603,5602.525863678805,7/4/2024 0:00,6000,6000.3052
VKR-137203,13445,13445.378151260506,7/5/2024 0:00,14400,14400
VKR-137204,13332,13332.372362278244,7/8/2024 0:00,14279,14278.9708
VKR-137205,7179,7178.998599439777,7/8/2024 0:00,7689,7688.7075
VKR-137207,9324,9323.998132586368,7/8/2024 0:00,9986,9986.002
VKR-137208,36264,36264.267880485524,7/8/2024 0:00,38839,38839.0309
VKR-137209,23127,23126.59477124183,7/8/2024 0:00,24769,24768.583
VKR-137210,23168,23167.84771,7/8/2024 0:00,24813,24812.7649
VKR-137211,3023,3023.4041083099905,7/8/2024 0:00,3238,3238.0658
VKR-137212,100,100,7/8/2024 0:00,107,107.1
VKR-137213,38307,38307.32698412699,7/8/2024 0:00,41027,41027.1472
VKR-137214,10946,10945.617833800186,7/8/2024 0:00,11723,11722.7567
VKR-137215,5379,5378.7231559290385,7/8/2024 0:00,5761,5760.6125
VKR-137216,7279,7279.254995331466,7/8/2024 0:00,7796,7796.0821
VKR-137217,21966,21966.443697478993,7/8/2024 0:00,23526,23526.0612
VKR-137218,24714,24714.107656395892,7/8/2024 0:00,26469,26468.8093
VKR-137219,45105,45105.252100840335,7/9/2024 0:00,48308,48307.725
VKR-137220,45105,45105.252100840335,7/9/2024 0:00,48308,48307.725
VKR-137221,45105,45105.252100840335,7/9/2024 0:00,48308,48307.725
VKR-137222,35082,35081.86274509804,7/9/2024 0:00,37573,37572.675
VKR-137223,52669,52758.82352941176,7/9/2024 0:00,56409,56504.7
VKR-137224,52669,52758.82352941176,7/9/2024 0:00,56409,56504.7
VKR-137225,52669,52758.82352941176,7/9/2024 0:00,56409,56504.7
VKR-137226,33111,33144.80859010271,7/9/2024 0:00,35462,35498.09
VKR-137227,81600,81599.98394024278,7/9/2024 0:00,87394,87393.5828
VKR-137228,48986,48986.42782446312,7/9/2024 0:00,52464,52464.4642
VKR-137229,26035,26034.744911297854,7/9/2024 0:00,27883,27883.2118
VKR-137230,12556,12556.212511671336,7/9/2024 0:00,13448,13447.7036
VKR-137231,18224,18224.32138188609,7/9/2024 0:00,19518,19518.2482
VKR-137232,11965,11964.99766573296,7/10/2024 0:00,12815,12814.5125
VKR-137233,29030,29029.785994397764,7/10/2024 0:00,31091,31090.900800000003
VKR-137234,53820,53819.98936,7/10/2024 0:00,57641,57641.2086
VKR-137235,26035,26034.74481792717,7/10/2024 0:00,27883,27883.2117
VKR-137236,3100,3099.749393,7/10/2024 0:00,3320,3319.8316
VKR-137237,60547,60547.48804855276,7/10/2024 0:00,64846,64846.3597
VKR-137238,31242,31241.693930905698,7/10/2024 0:00,33460,33459.8542
VKR-137239,38142,38141.99253034547,7/10/2024 0:00,40850,40850.074
VKR-137240,22656,22656.370494864615,7/10/2024 0:00,24265,24264.972800000003
VKR-137241,38142,38141.99253034547,7/10/2024 0:00,40850,40850.074
VKR-137242,5040,5039.998972922503,7/10/2024 0:00,5398,5397.8389
VKR-137243,16008,16008.364892623717,7/10/2024 0:00,17145,17144.9588
VKR-137244,56784,56783.98879551821,7/10/2024 0:00,60816,60815.652
VKR-137245,11965,11964.99766573296,7/11/2024 0:00,12815,12814.5125
VKR-137246,36646,39910.49215686275,7/11/2024 0:00,39247,42744.1371
VKR-137247,36646,39910.49215686275,7/11/2024 0:00,39247,42744.1371
VKR-137248,10769,10769.297852474323,7/11/2024 0:00,11534,11533.918
VKR-137249,38142,38141.99253034547,7/11/2024 0:00,40850,40850.074
VKR-137250,38750,38750.24089635855,7/11/2024 0:00,41502,41501.508
VKR-137251,35053,35053.19309056956,7/11/2024 0:00,37542,37541.9698
VKR-137252,4398,4884.459010270775,7/12/2024 0:00,4710,5231.2556
VKR-137253,0,0,7/12/2024 0:00,0,0
